id,created_at,ranking_position,title,artist,streams,genre,lyrics,album,year,duration_seg,language_variant,source,url_source,extra_data,lyrics_status,artist_gender
339,2026-03-05 20:14:54.88776+00,44,like a dog chasing cars,hans zimmer,404320,rock,,the dark knight,,302,en,deezer,https://www.deezer.com/track/904635,"{""pais"":""AR"",""posicion"":44,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":102197,""deezer_track_id"":904635,""deezer_artist_id"":1935,""artistas_secundarios"":[]}",error,
340,2026-03-05 20:14:57.866955+00,45,barbarian horde,gavin greenaway,465154,rock,,gladiator music from the motion picture,,633,en,deezer,https://www.deezer.com/track/3055971,"{""pais"":""AR"",""posicion"":45,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055971,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
341,2026-03-05 20:15:00.875548+00,46,arwens vigil,the piano guys,372643,pop,,the piano guys,,235,en,deezer,https://www.deezer.com/track/62224832,"{""pais"":""AR"",""posicion"":46,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6103501,""deezer_track_id"":62224832,""deezer_artist_id"":1616371,""artistas_secundarios"":[]}",error,
342,2026-03-05 20:15:04.966952+00,47,swan lake op scene,berlin symphonic orchestra,177996,classical,,black swan swan lake,,169,en,deezer,https://www.deezer.com/track/7857866,"{""pais"":""AR"",""posicion"":47,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":725379,""deezer_track_id"":7857866,""deezer_artist_id"":184541,""artistas_secundarios"":[]}",error,
343,2026-03-05 20:15:08.017796+00,48,je te veux,klara kormendi,26386,pop,,satie,,268,fr,deezer,https://www.deezer.com/track/16797848,"{""pais"":""AR"",""posicion"":48,""es_infantil"":false,""deezer_album_id"":1572067,""deezer_track_id"":16797848,""deezer_artist_id"":457057,""artistas_secundarios"":[]}",completed,
344,2026-03-05 20:15:11.026301+00,49,primavera,ludovico einaudi,26478,electronica,,the royal albert hall concert,,475,it,deezer,https://www.deezer.com/track/71779472,"{""pais"":""AR"",""posicion"":49,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":7052894,""deezer_track_id"":71779472,""deezer_artist_id"":4331,""artistas_secundarios"":[]}",error,
345,2026-03-05 20:15:15.154708+00,50,the man who wasnt there luomo che non cera birdys pathetique,various artists azzurra music,90762,electronica,,film music vol 2 the best classical music soundtracks,,289,it,deezer,https://www.deezer.com/track/2093824,"{""pais"":""AR"",""posicion"":50,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":210317,""deezer_track_id"":2093824,""deezer_artist_id"":100155,""artistas_secundarios"":[]}",error,
346,2026-03-05 20:15:18.168409+00,51,the battle,gavin greenaway,325429,rock,,gladiator music from the motion picture,,602,en,deezer,https://www.deezer.com/track/2919193,"{""pais"":""AR"",""posicion"":51,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":284106,""deezer_track_id"":2919193,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
347,2026-03-05 20:15:21.394493+00,52,please please please,james brown,7000,rock,,the godfather,,165,en,deezer,https://www.deezer.com/track/1176052,"{""pais"":""AR"",""posicion"":52,""es_infantil"":false,""deezer_album_id"":125737,""deezer_track_id"":1176052,""deezer_artist_id"":1622,""artistas_secundarios"":[]}",completed,
348,2026-03-05 20:15:25.391686+00,53,aedeus,emma shapplin,208349,pop,,etterna,,250,en,deezer,https://www.deezer.com/track/64160020,"{""pais"":""AR"",""posicion"":53,""es_infantil"":false,""deezer_album_id"":1081988,""deezer_track_id"":64160020,""deezer_artist_id"":7209,""artistas_secundarios"":[]}",completed,
349,2026-03-05 20:15:28.447691+00,54,strength and honor,gavin greenaway,433077,rock,,gladiator music from the motion picture,,129,en,deezer,https://www.deezer.com/track/3055968,"{""pais"":""AR"",""posicion"":54,""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055968,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",completed,
350,2026-03-05 20:15:31.503139+00,56,slaves to rome,gavin greenaway,406039,rock,,gladiator music from the motion picture,,60,en,deezer,https://www.deezer.com/track/3055970,"{""pais"":""AR"",""posicion"":56,""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055970,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",completed,
351,2026-03-05 20:15:35.535679+00,57,they dont care about us,2cellos,378400,rock,,celloverse,,207,en,deezer,https://www.deezer.com/track/91315262,"{""pais"":""AR"",""posicion"":57,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":9262722,""deezer_track_id"":91315262,""deezer_artist_id"":1234785,""artistas_secundarios"":[]}",error,
352,2026-03-05 20:15:38.585971+00,58,launch,trevor rabin,439651,rock,,armageddon original motion picture score,,471,en,deezer,https://www.deezer.com/track/622648,"{""pais"":""AR"",""posicion"":58,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":78258,""deezer_track_id"":622648,""deezer_artist_id"":7367,""artistas_secundarios"":[]}",error,
353,2026-03-05 20:15:42.637925+00,59,recomposed by max richter vivaldi the four seasons spring 1,max richter,38140,electronica,,classics for hope,,152,en,deezer,https://www.deezer.com/track/68102155,"{""pais"":""AR"",""posicion"":59,""es_infantil"":false,""deezer_album_id"":6670998,""deezer_track_id"":68102155,""deezer_artist_id"":6690,""artistas_secundarios"":[]}",error,
354,2026-03-05 20:15:45.826097+00,60,flight,hans zimmer,384,electronica,,man of steel,,249,en,deezer,https://www.deezer.com/track/67845583,"{""pais"":""AR"",""posicion"":60,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6642638,""deezer_track_id"":67845583,""deezer_artist_id"":1935,""artistas_secundarios"":[]}",error,
355,2026-03-05 20:15:48.827834+00,61,stairway to heaven,ann wilson,241965,rock,,british rock symphony,,518,en,deezer,https://www.deezer.com/track/7377138,"{""pais"":""AR"",""posicion"":61,""es_infantil"":false,""deezer_album_id"":680539,""deezer_track_id"":7377138,""deezer_artist_id"":12964,""artistas_secundarios"":[]}",completed,
356,2026-03-05 20:15:52.956684+00,62,assassins creed revelations main theme assassins creed revelations main theme,andrew skeet,211339,rock,,the greatest video game music 2,,287,en,deezer,https://www.deezer.com/track/61887828,"{""pais"":""AR"",""posicion"":62,""es_infantil"":false,""deezer_album_id"":6068330,""deezer_track_id"":61887828,""deezer_artist_id"":4097769,""artistas_secundarios"":[]}",completed,
357,2026-03-05 20:15:56.036946+00,63,in unaltra vita,ludovico einaudi,18655,electronica,,the royal albert hall concert,,401,it,deezer,https://www.deezer.com/track/71779469,"{""pais"":""AR"",""posicion"":63,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":7052894,""deezer_track_id"":71779469,""deezer_artist_id"":4331,""artistas_secundarios"":[]}",error,
358,2026-03-05 20:15:59.043054+00,64,wake me up,2cellos,18236,rock,,wake me up,,249,en,deezer,https://www.deezer.com/track/90697323,"{""pais"":""AR"",""posicion"":64,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":9195699,""deezer_track_id"":90697323,""deezer_artist_id"":1234785,""artistas_secundarios"":[]}",error,
359,2026-03-05 20:16:03.098954+00,66,la notte etterna,emma shapplin,274596,pop,,etterna,,347,en,deezer,https://www.deezer.com/track/64160022,"{""pais"":""AR"",""posicion"":66,""es_infantil"":false,""deezer_album_id"":1081988,""deezer_track_id"":64160022,""deezer_artist_id"":7209,""artistas_secundarios"":[]}",completed,
360,2026-03-05 20:16:06.031563+00,67,mission impossible,the piano guys,22777,pop,,mission impossible,,225,en,deezer,https://www.deezer.com/track/62960475,"{""pais"":""AR"",""posicion"":67,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6179298,""deezer_track_id"":62960475,""deezer_artist_id"":1616371,""artistas_secundarios"":[]}",error,
361,2026-03-05 20:16:09.065168+00,68,legenda,zemfira,10238,rock,,stalingrad,,204,ru,deezer,https://www.deezer.com/track/74498997,"{""pais"":""AR"",""posicion"":68,""es_infantil"":false,""deezer_album_id"":7358507,""deezer_track_id"":74498997,""deezer_artist_id"":1366619,""artistas_secundarios"":[]}",completed,
362,2026-03-05 20:16:13.067804+00,69,dantes prayer l mckennitt,pieter jan leusink,1069,classical,,silent night,,312,en,deezer,https://www.deezer.com/track/91472826,"{""pais"":""AR"",""posicion"":69,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":9279082,""deezer_track_id"":91472826,""deezer_artist_id"":1581625,""artistas_secundarios"":[]}",error,
363,2026-03-05 20:16:16.03563+00,70,un sospir di voi,emma shapplin,178645,pop,,etterna,,253,en,deezer,https://www.deezer.com/track/64160019,"{""pais"":""AR"",""posicion"":70,""es_infantil"":false,""deezer_album_id"":1081988,""deezer_track_id"":64160019,""deezer_artist_id"":7209,""artistas_secundarios"":[]}",completed,
364,2026-03-05 20:16:20.270123+00,71,divenire,ludovico einaudi,9001,electronica,,the royal albert hall concert,,548,it,deezer,https://www.deezer.com/track/71779473,"{""pais"":""AR"",""posicion"":71,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":7052894,""deezer_track_id"":71779473,""deezer_artist_id"":4331,""artistas_secundarios"":[]}",error,
365,2026-03-05 20:16:23.392378+00,72,piano sonata no 8 in a minor k mozart piano sonata no 8 in a minor k1 allegro maestoso,claudio arrau,32778,classical,,mozart,,532,es|en,deezer,https://www.deezer.com/track/66364104,"{""pais"":""AR"",""posicion"":72,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6492676,""deezer_track_id"":66364104,""deezer_artist_id"":58950,""artistas_secundarios"":[]}",error,
366,2026-03-05 20:16:27.38821+00,73,run,ludovico einaudi,256679,electronica,,in a time lapse,,332,it,deezer,https://www.deezer.com/track/63238997,"{""pais"":""AR"",""posicion"":73,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6211583,""deezer_track_id"":63238997,""deezer_artist_id"":4331,""artistas_secundarios"":[]}",error,
367,2026-03-05 20:16:30.309301+00,74,final frontier,thomas bergersen,2755,electronica,,sun,,284,en,deezer,https://www.deezer.com/track/87250139,"{""pais"":""AR"",""posicion"":74,""es_infantil"":false,""deezer_album_id"":8803553,""deezer_track_id"":87250139,""deezer_artist_id"":4395080,""artistas_secundarios"":[]}",completed,
368,2026-03-05 20:16:33.261698+00,75,kung fu piano cello ascends,the piano guys,312249,pop,,wonders,,246,en,deezer,https://www.deezer.com/track/84309793,"{""pais"":""AR"",""posicion"":75,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":8493391,""deezer_track_id"":84309793,""deezer_artist_id"":1616371,""artistas_secundarios"":[]}",error,
369,2026-03-05 20:16:37.343649+00,77,concierto de aranjuez iii allegro gentile,daniel barenboim,38852,classical,,rodrigo concierto de aranjuez villa lobos guitar concerto w501,,301,es,deezer,https://www.deezer.com/track/1081878,"{""pais"":""AR"",""posicion"":77,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":116904,""deezer_track_id"":1081878,""deezer_artist_id"":65655,""artistas_secundarios"":[]}",error,
370,2026-03-05 20:16:40.249655+00,78,metamorphosis metamorphosis one,martin jacoby,23461,rock,,classical piano music collection,,360,en,deezer,https://www.deezer.com/track/104414710,"{""pais"":""AR"",""posicion"":78,""es_infantil"":false,""deezer_album_id"":10864756,""deezer_track_id"":104414710,""deezer_artist_id"":6097256,""artistas_secundarios"":[]}",completed,
371,2026-03-05 20:16:44.257607+00,79,honor him,gavin greenaway,644777,rock,,gladiator music from the motion picture,,79,en,deezer,https://www.deezer.com/track/3055974,"{""pais"":""AR"",""posicion"":79,""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055974,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",completed,
372,2026-03-05 20:16:47.333522+00,80,progeny,gavin greenaway,504189,rock,,gladiator music from the motion picture,,135,en,deezer,https://www.deezer.com/track/3055959,"{""pais"":""AR"",""posicion"":80,""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055959,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",completed,
373,2026-03-05 20:16:50.283464+00,81,to zuccabar,gavin greenaway,468700,rock,,gladiator music from the motion picture,,196,en,deezer,https://www.deezer.com/track/3055964,"{""pais"":""AR"",""posicion"":81,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055964,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
374,2026-03-05 20:16:54.373482+00,82,stay,clint mansell,275893,rock,,the fountain ost,,216,en,deezer,https://www.deezer.com/track/674022,"{""pais"":""AR"",""posicion"":82,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":81566,""deezer_track_id"":674022,""deezer_artist_id"":757,""artistas_secundarios"":[]}",error,
375,2026-03-05 20:16:57.371922+00,83,da me non venni,emma shapplin,174258,pop,,etterna,,263,en,deezer,https://www.deezer.com/track/64160021,"{""pais"":""AR"",""posicion"":83,""es_infantil"":false,""deezer_album_id"":1081988,""deezer_track_id"":64160021,""deezer_artist_id"":7209,""artistas_secundarios"":[]}",completed,
376,2026-03-05 20:17:00.314658+00,84,earth,gavin greenaway,516106,rock,,gladiator music from the motion picture,,181,en,deezer,https://www.deezer.com/track/3055962,"{""pais"":""AR"",""posicion"":84,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055962,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
377,2026-03-05 20:17:04.404686+00,85,la traviata giuseppe verdi libiam ne lieti caloco,maria callas,207059,opera,,lindispensable,,247,it,deezer,https://www.deezer.com/track/309342,"{""pais"":""AR"",""posicion"":85,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":48850,""deezer_track_id"":309342,""deezer_artist_id"":6250,""artistas_secundarios"":[]}",error,
378,2026-03-05 20:17:07.402168+00,86,any other name,martin jacoby,26893,rock,,peaceful piano,,259,en,deezer,https://www.deezer.com/track/92037380,"{""pais"":""AR"",""posicion"":86,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":9341580,""deezer_track_id"":92037380,""deezer_artist_id"":6097256,""artistas_secundarios"":[]}",error,
379,2026-03-05 20:17:11.439563+00,87,the protector of rome,gavin greenaway,176705,rock,,gladiator music from the motion picture,,88,en,deezer,https://www.deezer.com/track/2919210,"{""pais"":""AR"",""posicion"":87,""error_letra"":""{'message': 'duplicate key value violates unique constraint \""lyrics_lyrics_hash_key\""', 'code': '23505', 'hint': None, 'details': 'Key (lyrics_hash)=(84c368a9504bee9967c51411c4f922d56cb35bf456d8d9bb4ebcc701f05b5919) already exists.'}"",""es_infantil"":false,""deezer_album_id"":284106,""deezer_track_id"":2919210,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
380,2026-03-05 20:17:14.424889+00,89,all of me,the piano guys,21292,pop,,all of me,,182,en,deezer,https://www.deezer.com/track/58781321,"{""pais"":""AR"",""posicion"":89,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":5744321,""deezer_track_id"":58781321,""deezer_artist_id"":1616371,""artistas_secundarios"":[]}",error,
381,2026-03-05 20:17:17.468519+00,90,our destiny,thomas bergersen,22996,electronica,,sun,,233,en,deezer,https://www.deezer.com/track/87250135,"{""pais"":""AR"",""posicion"":90,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":8803553,""deezer_track_id"":87250135,""deezer_artist_id"":4395080,""artistas_secundarios"":[]}",error,
382,2026-03-05 20:17:21.537921+00,91,the trooper,2cellos,373667,rock,,celloverse,,276,en,deezer,https://www.deezer.com/track/91315244,"{""pais"":""AR"",""posicion"":91,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":9262722,""deezer_track_id"":91315244,""deezer_artist_id"":1234785,""artistas_secundarios"":[]}",error,
383,2026-03-05 20:17:24.49946+00,92,begin again,the piano guys,14,pop,,begin again,,246,en,deezer,https://www.deezer.com/track/64398539,"{""pais"":""AR"",""posicion"":92,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6309375,""deezer_track_id"":64398539,""deezer_artist_id"":1616371,""artistas_secundarios"":[]}",error,
384,2026-03-05 20:17:27.485934+00,93,the grey havens,howard shore,382178,rock,,the lord of the rings the return of the king,,359,en,deezer,https://www.deezer.com/track/678632,"{""pais"":""AR"",""posicion"":93,""es_infantil"":false,""deezer_album_id"":81953,""deezer_track_id"":678632,""deezer_artist_id"":556,""artistas_secundarios"":[]}",completed,
385,2026-03-05 20:17:31.550511+00,94,the might of rome,gavin greenaway,445105,rock,,gladiator music from the motion picture,,318,en,deezer,https://www.deezer.com/track/3055967,"{""pais"":""AR"",""posicion"":94,""error_letra"":""{'message': 'duplicate key value violates unique constraint \""lyrics_lyrics_hash_key\""', 'code': '23505', 'hint': None, 'details': 'Key (lyrics_hash)=(84c368a9504bee9967c51411c4f922d56cb35bf456d8d9bb4ebcc701f05b5919) already exists.'}"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055967,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
386,2026-03-05 20:17:34.576615+00,95,au hafa sloppi undan unga myrkursins,olafur arnalds,26606,rock,,and they have escaped the weight of darkness,,241,is,deezer,https://www.deezer.com/track/6051502,"{""pais"":""AR"",""posicion"":95,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":552777,""deezer_track_id"":6051502,""deezer_artist_id"":277491,""artistas_secundarios"":[]}",error,
387,2026-03-05 20:17:38.631866+00,96,the wheat,gavin greenaway,530282,rock,,gladiator music from the motion picture,,63,en,deezer,https://www.deezer.com/track/3055960,"{""pais"":""AR"",""posicion"":96,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055960,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
388,2026-03-05 20:17:41.576534+00,97,sorrow,gavin greenaway,522119,rock,,gladiator music from the motion picture,,86,en,deezer,https://www.deezer.com/track/3055963,"{""pais"":""AR"",""posicion"":97,""error_letra"":""{'message': 'duplicate key value violates unique constraint \""lyrics_lyrics_hash_key\""', 'code': '23505', 'hint': None, 'details': 'Key (lyrics_hash)=(a17edd032b7472782d75028aae17bfd2689f2f328b65764f5e46f1294b4e4d86) already exists.'}"",""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055963,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",error,
389,2026-03-05 20:17:44.583252+00,99,star wars episode v the empire strikes back the imperial march,john williams,255402,rock,,john williams conducts the star wars trilogy,,184,en,deezer,https://www.deezer.com/track/897463,"{""pais"":""AR"",""posicion"":99,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":101530,""deezer_track_id"":897463,""deezer_artist_id"":805,""artistas_secundarios"":[]}",error,
390,2026-03-05 20:17:48.674127+00,100,the emperor is dead,gavin greenaway,462574,rock,,gladiator music from the motion picture,,81,en,deezer,https://www.deezer.com/track/3055966,"{""pais"":""AR"",""posicion"":100,""es_infantil"":false,""deezer_album_id"":296255,""deezer_track_id"":3055966,""deezer_artist_id"":76118,""artistas_secundarios"":[]}",completed,
391,2026-03-05 20:17:51.088954+00,1,titulo,mitch james,59750,pop,,,,272,en,deezer,https://www.deezer.com/track/105865680,"{""pais"":""VE"",""posicion"":10,""es_infantil"":false,""deezer_album_id"":63611972,""deezer_track_id"":500192102,""deezer_artist_id"":4434816,""artistas_secundarios"":[]}",completed,
392,2026-03-05 20:17:55.207755+00,2,tomorrow,kitty daisy lewis,25645,pop,,smoking in heaven,,263,en,deezer,https://www.deezer.com/track/10501323,"{""pais"":""CO"",""posicion"":2,""es_infantil"":false,""deezer_album_id"":961118,""deezer_track_id"":10501323,""deezer_artist_id"":1204534,""artistas_secundarios"":[]}",completed,
393,2026-03-05 20:17:58.27909+00,3,dare you to move,switchfoot,45291,rock,,20th century masters the millennium collection the best of switchfoot,,247,en,deezer,https://www.deezer.com/track/104242378,"{""pais"":""CO"",""posicion"":3,""es_infantil"":false,""deezer_album_id"":10844352,""deezer_track_id"":104242378,""deezer_artist_id"":1186,""artistas_secundarios"":[]}",completed,
394,2026-03-05 20:18:01.22438+00,4,eye of the tiger,amel bent,10258,rock,,eye of the tiger,,192,en,deezer,https://www.deezer.com/track/3571409,"{""pais"":""CO"",""posicion"":4,""es_infantil"":false,""deezer_album_id"":73384,""deezer_track_id"":3571409,""deezer_artist_id"":1765,""artistas_secundarios"":[]}",completed,
395,2026-03-05 20:18:05.2459+00,5,lifes for the living,passenger,2003,rock,,all the little lights,,272,en,deezer,https://www.deezer.com/track/61860874,"{""pais"":""CO"",""posicion"":5,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6065439,""deezer_track_id"":61860874,""deezer_artist_id"":16398,""artistas_secundarios"":[]}",error,
396,2026-03-05 20:18:08.207054+00,6,ei man kita brosta,pix lax,21492,reggaeton,,ei man kita brosta,,179,es,deezer,https://www.deezer.com/track/3306086,"{""pais"":""CO"",""posicion"":6,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":315267,""deezer_track_id"":3306086,""deezer_artist_id"":1494032,""artistas_secundarios"":[]}",error,
397,2026-03-05 20:18:11.220255+00,7,another day in paradise,phil collins,5402,rock,,hits,,322,en,deezer,https://www.deezer.com/track/3905056,"{""pais"":""CO"",""posicion"":7,""es_infantil"":false,""deezer_album_id"":364478,""deezer_track_id"":3905056,""deezer_artist_id"":186,""artistas_secundarios"":[]}",completed,
398,2026-03-05 20:18:15.299331+00,8,high,lighthouse family,11461,pop,,hits,,308,en,deezer,https://www.deezer.com/track/14464423,"{""pais"":""CO"",""posicion"":8,""es_infantil"":false,""deezer_album_id"":1328431,""deezer_track_id"":14464423,""deezer_artist_id"":504,""artistas_secundarios"":[]}",completed,
399,2026-03-05 20:18:18.236484+00,9,roses,deus,398794,rock,,selected songs,,292,en,deezer,https://www.deezer.com/track/88818687,"{""pais"":""CO"",""posicion"":9,""es_infantil"":false,""deezer_album_id"":8977551,""deezer_track_id"":88818687,""deezer_artist_id"":1706,""artistas_secundarios"":[]}",completed,
400,2026-03-05 20:18:21.197002+00,10,in the ghetto,elvis presley,649240,rock,,the essential elvis presley 30,,177,en,deezer,https://www.deezer.com/track/6596884,"{""pais"":""CO"",""posicion"":10,""es_infantil"":false,""deezer_album_id"":609946,""deezer_track_id"":6596884,""deezer_artist_id"":1125,""artistas_secundarios"":[]}",completed,
401,2026-03-05 20:18:25.42277+00,11,worry worry worry,bb king,113402,rock,,live in cook county jail,,597,en,deezer,https://www.deezer.com/track/1559389,"{""pais"":""CO"",""posicion"":11,""es_infantil"":false,""deezer_album_id"":160169,""deezer_track_id"":1559389,""deezer_artist_id"":3614,""artistas_secundarios"":[]}",completed,
402,2026-03-05 20:18:28.560526+00,12,thirteen sad farewells,stu larsen,21468,rock,,vagabond,,166,en,deezer,https://www.deezer.com/track/90348885,"{""pais"":""CO"",""posicion"":12,""es_infantil"":false,""deezer_album_id"":9157027,""deezer_track_id"":90348885,""deezer_artist_id"":998425,""artistas_secundarios"":[]}",completed,
403,2026-03-05 20:18:31.589093+00,14,what a day for me,harumi,98860,electronica,,harumi remastered,,167,en,deezer,https://www.deezer.com/track/78571671,"{""pais"":""CO"",""posicion"":14,""es_infantil"":false,""deezer_album_id"":7816464,""deezer_track_id"":78571671,""deezer_artist_id"":5836084,""artistas_secundarios"":[]}",completed,
404,2026-03-05 20:18:34.774822+00,16,who you love,john mayer,518817,rock,,paradise valley,,253,en,deezer,https://www.deezer.com/track/69964809,"{""pais"":""CO"",""posicion"":16,""es_infantil"":false,""deezer_album_id"":6861297,""deezer_track_id"":69964809,""deezer_artist_id"":598,""artistas_secundarios"":[]}",completed,
405,2026-03-05 20:18:38.772992+00,17,tenderness,machete,26408,reggaeton,,machete,,290,es,deezer,https://www.deezer.com/track/70334805,"{""pais"":""CO"",""posicion"":17,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":6901118,""deezer_track_id"":70334805,""deezer_artist_id"":795146,""artistas_secundarios"":[]}",error,
406,2026-03-05 20:18:41.725753+00,19,dangerously in love,beyonce,197695,pop,,me myself and i,,297,en,deezer,https://www.deezer.com/track/13181358,"{""pais"":""CO"",""posicion"":19,""error_letra"":""No encontrada en Genius"",""es_infantil"":false,""deezer_album_id"":1209029,""deezer_track_id"":13181358,""deezer_artist_id"":145,""artistas_secundarios"":[]}",error,
407,2026-03-05 20:18:44.713573+00,20,the boys and the girls,the network,17,reggaeton,,vintage psychedelia from the music city,,170,en,deezer,https://www.deezer.com/track/16962246,"{""pais"":""CO"",""posicion"":20,""es_infantil"":false,""deezer_album_id"":1586365,""deezer_track_id"":16962246,""deezer_artist_id"":9059,""artistas_secundarios"":[]}",completed,
408,2026-03-05 20:18:48.717507+00,21,in the end,linkin park,2757,rock,,hybrid theory,,219,en,deezer,https://www.deezer.com/track/2658573,"{""pais"":""CO"",""posicion"":21,""es_infantil"":false,""deezer_album_id"":257861,""deezer_track_id"":2658573,""deezer_artist_id"":92,""artistas_secundarios"":[]}",completed,
409,2026-03-05 20:18:51.645494+00,23,tomkins square park,mumford sons,495712,rock,,wilder mind,,313,en,deezer,https://www.deezer.com/track/98701780,"{""pais"":""CO"",""posicion"":23,""es_infantil"":false,""deezer_album_id"":10089140,""deezer_track_id"":98701780,""deezer_artist_id"":288092,""artistas_secundarios"":[]}",completed,
410,2026-03-05 20:18:54.598782+00,24,stargazer,rainbow,212710,rock,,rising,,505,en,deezer,https://www.deezer.com/track/9990561,"{""pais"":""CO"",""posicion"":24,""es_infantil"":false,""deezer_album_id"":915161,""deezer_track_id"":9990561,""deezer_artist_id"":1324,""artistas_secundarios"":[]}",completed,
411,2026-03-05 20:18:58.606528+00,25,i swear,all four one,709,rock,,get ur freak on rb anthems,,257,en,deezer,https://www.deezer.com/track/62165259,"{""pais"":""CO"",""posicion"":25,""es_infantil"":false,""deezer_album_id"":6096804,""deezer_track_id"":62165259,""deezer_artist_id"":271,""artistas_secundarios"":[]}",completed,
412,2026-03-05 20:19:01.691922+00,28,dead inside,muse,615482,rock,,drones,,262,en,deezer,https://www.deezer.com/track/101215842,"{""pais"":""CO"",""posicion"":28,""es_infantil"":false,""deezer_album_id"":10506072,""deezer_track_id"":101215842,""deezer_artist_id"":705,""artistas_secundarios"":[]}",completed,
413,2026-03-05 20:19:04.680814+00,31,wallet switcher,heymoonshaker,1069,electronica,,shakerism,,268,en,deezer,https://www.deezer.com/track/103514332,"{""pais"":""CO"",""posicion"":31,""es_infantil"":false,""deezer_album_id"":10762248,""deezer_track_id"":103514332,""deezer_artist_id"":4413985,""artistas_secundarios"":[]}",completed,
414,2026-03-05 20:19:08.724399+00,32,sail,awolnation,962,rock,,megalithic symphony deluxe,,259,en,deezer,https://www.deezer.com/track/71788159,"{""pais"":""CO"",""posicion"":32,""es_infantil"":false,""deezer_album_id"":7053600,""deezer_track_id"":71788159,""deezer_artist_id"":515697,""artistas_secundarios"":[]}",completed,
415,2026-03-05 20:19:11.766012+00,34,complicated,avril lavigne,15791,rock,,let go,,244,en,deezer,https://www.deezer.com/track/1023429,"{""pais"":""CO"",""posicion"":34,""es_infantil"":false,""deezer_album_id"":112522,""deezer_track_id"":1023429,""deezer_artist_id"":35,""artistas_secundarios"":[]}",completed,
